,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jake Bailey,NWE,,,,,6,252,42.0,71
1,Nick Folk,NWE,,,2,2,0,0,,0
4,Tyler Bass,BUF,1,1,1,2,0,0,,0
5,Matt Haack,BUF,,,,,5,233,46.6,59
