,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,N'Keal Harry,NWE,0,0,,0,0,1,0,0.0,0,0
3,Micah Hyde,BUF,0,0,,0,0,1,8,8.0,0,8
4,Matt Breida,BUF,1,27,27.0,0,27,0,0,,0,0
