,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jalen Reagor,PHI,2,26,13.0,0,21,1,20,20.0,0,0
1,Boston Scott,PHI,1,13,13.0,0,13,0,0,,0,0
4,Braxton Berrios,NYJ,3,139,46.3,0,79,0,0,,0,0
