,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Tom Brady,TAM,38,51,368,4,1,0,0,36,112.2,1,-1,0,-1,0,0,0,0,0,0,0
1,Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,13,44,0,9,8,7,48,1,15,0,0
2,Chris Godwin,TAM,0,0,0,0,0,0,0,0,,1,9,0,9,17,15,143,0,36,0,0
3,Giovani Bernard,TAM,0,0,0,0,0,0,0,0,,1,3,0,3,2,1,7,0,7,0,0
4,Ronald Jones II,TAM,0,0,0,0,0,0,0,0,,1,2,0,2,1,1,0,0,0,0,0
5,Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,99,0,36,0,0
6,Rob Gronkowski,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,58,2,27,0,0
7,Tyler Johnson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0
8,Breshad Perriman,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0
9,Cameron Brate,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,3,0,0
12,Matt Ryan,ATL,30,41,297,0,0,5,38,30,93.2,3,2,0,2,0,0,0,0,0,3,0
13,Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,13,78,0,39,5,3,18,0,6,0,0
14,Mike Davis,ATL,0,0,0,0,0,0,0,0,,4,32,1,17,4,4,37,0,20,0,0
15,Qadree Ollison,ATL,0,0,0,0,0,0,0,0,,2,7,0,4,1,1,8,0,8,0,0
16,Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,1,2,0,2,5,3,44,0,30,0,0
17,Russell Gage,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,12,11,130,0,19,1,1
18,Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,48,0,29,0,0
19,Tajae Sharpe,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,10,0,4,0,0
20,Keith Smith,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0
