,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Devonta Freeman,BAL,14,52,3,31,2.2,21,1.5,1,14.0
1,Lamar Jackson,BAL,8,55,4,42,5.3,13,1.6,1,8.0
2,Latavius Murray,BAL,2,1,0,-1,-0.5,2,1.0,0,
3,Nate McCrary,BAL,1,-1,,-1,-1.0,0,0.0,0,
5,Najee Harris,PIT,21,71,4,23,1.1,48,2.3,2,10.5
6,Benny Snell Jr.,PIT,2,13,,8,4.0,5,2.5,0,
7,Chase Claypool,PIT,1,2,0,0,0.0,2,2.0,0,
8,Ben Roethlisberger,PIT,1,-1,0,-1,-1.0,0,0.0,0,
