,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Ezekiel Elliott,DAL,13,45,3,20,1.5,25,1.9,1,13.0
1,Tony Pollard,DAL,7,71,1,12,1.7,59,8.4,1,7.0
2,Dak Prescott,DAL,3,-3,0,-3,-1.0,0,0.0,0,
3,CeeDee Lamb,DAL,1,33,1,27,27.0,6,6.0,0,
5,Taysom Hill,NOR,11,101,6,74,6.7,27,2.5,1,11.0
6,Mark Ingram,NOR,10,28,,18,1.8,10,1.0,0,
7,Ty Montgomery,NOR,4,21,1,14,3.5,7,1.8,0,
8,Deonte Harris,NOR,1,3,0,3,3.0,0,0.0,0,
