,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jake Elliott,PHI,3,3,4,4,0,0,,0
1,Arryn Siposs,PHI,,,,,1,38,38.0,38
4,Alex Kessman,NYJ,,2,,,0,0,,0
5,Braden Mann,NYJ,,,,,2,78,39.0,45
