,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Nick Folk,NWE,3,3,1,2,0,0,,0
1,Jake Bailey,NWE,,,,,3,152,50.7,55
4,Lac Edwards,CAR,,,,,4,205,51.3,59
5,Zane Gonzalez,CAR,,,2,2,0,0,,0
