,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Cairo Santos,CHI,3,3,2,3,0,0,,0
1,Pat O'Donnell,CHI,,,,,5,234,46.8,57
4,Chris Boswell,PIT,2,3,3,3,0,0,,0
5,Pressley Harvin III,PIT,,,,,5,196,39.2,46
