,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Kirk Cousins,MIN,17,28,187,6,21.4,228,8.1,117,6.9,4.2,70,4.1,0,0.0%,6,21.4%,0,9,4,6,10,35.7%,0,
2,Lamar Jackson,BAL,27,41,266,15,34.1,323,7.9,125,4.6,3.0,141,5.2,0,0.0%,10,24.4%,3,13,3,4,10,17.9%,12,6.1
