,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Brandon McManus,DEN,1,2,3,4,0,0,,0
1,Sam Martin,DEN,,,,,3,94,31.3,51
4,Bryan Anger,DAL,,,,,4,194,48.5,55
