,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Davante Adams,GNB,14,6,42,0,4,27,4.5,15,2.5,11.6,0,,0,0.0,1,20.5
1,AJ Dillon,GNB,4,4,44,0,2,7,1.8,37,9.3,1.8,0,,0,0.0,0,112.5
2,Randall Cobb,GNB,5,3,50,0,2,37,12.3,13,4.3,12.4,0,,1,20.0,0,93.7
3,Josiah Deguara,GNB,2,2,16,0,1,5,2.5,11,5.5,2.5,0,,0,0.0,0,100.0
4,Marquez Valdes-Scantling,GNB,2,2,19,0,1,18,9.0,1,0.5,9.0,0,,0,0.0,0,106.2
5,Marcedes Lewis,GNB,1,1,-1,0,,-3,-3.0,2,2.0,-3.0,0,,0,0.0,0,79.2
6,Allen Lazard,GNB,1,1,20,1,1,12,12.0,8,8.0,12.0,1,1.0,0,0.0,0,158.3
7,Dominique Dafney,GNB,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
8,Aaron Jones,GNB,2,0,0,0,0,0,,0,,1.0,0,,0,0.0,0,39.6
10,Travis Kelce,KAN,8,5,68,1,3,48,9.6,20,4.0,8.8,0,,2,25.0,0,129.2
11,Tyreek Hill,KAN,11,4,37,0,3,30,7.5,7,1.8,18.1,0,,0,0.0,0,46.4
12,Darrel Williams,KAN,4,3,7,0,0,-5,-1.7,12,4.0,1.0,0,,0,0.0,0,77.1
13,Jerick McKinnon,KAN,3,3,26,0,1,-5,-1.7,31,10.3,-1.7,0,,0,0.0,0,102.8
14,Mecole Hardman,KAN,6,3,20,0,2,-5,-1.7,25,8.3,7.8,0,,1,16.7,0,57.6
15,Derrick Gore,KAN,1,1,6,0,,-1,-1.0,7,7.0,-1.0,0,,0,0.0,0,91.7
16,Demarcus Robinson,KAN,1,1,2,0,,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2
17,Josh Gordon,KAN,1,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6
18,Blake Bell,KAN,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
