,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Prater,ARI,4,4,1,1,0,0,,0
1,Andy Lee,ARI,,,,,4,207,51.8,53
4,Robbie Gould,SFO,2,2,1,1,0,0,,0
5,Mitch Wishnowsky,SFO,,,,,4,163,40.8,57
