,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Johnathan Abram,LVR,0,4,4,100.0%,44,11.0,11.0,1,152.1,8.3,33,11,4,1,0,0.0,1,8,2,20.0%
1,Denzel Perryman,LVR,0,5,4,80.0%,18,4.5,3.6,0,81.7,1.6,3,15,0,0,0,0.0,0,10,0,0.0%
2,Brandon Facyson,LVR,0,4,2,50.0%,21,10.5,5.3,0,65.6,13.0,20,1,0,0,0,0.0,0,7,1,12.5%
3,Cory Littleton,LVR,0,2,2,100.0%,5,2.5,2.5,0,79.2,-5.5,-11,16,0,0,0,0.0,0,4,0,0.0%
4,K.J. Wright,LVR,0,1,1,100.0%,-1,-1.0,-1.0,0,79.2,-1.0,-1,0,0,0,0,0.0,0,6,0,0.0%
5,Casey Hayward,LVR,0,1,1,100.0%,14,14.0,14.0,0,118.7,12.0,12,2,0,0,0,0.0,0,1,0,0.0%
6,Trevon Moehrig,LVR,0,1,1,100.0%,9,9.0,9.0,0,104.2,1.0,1,8,0,0,0,0.0,0,5,0,0.0%
7,Nate Hobbs,LVR,0,0,0,,,,,,,,,,4,1,2,1.0,4,4,0,0.0%
8,Yannick Ngakoue,LVR,0,0,0,,,,,,,,,,0,0,0,2.0,2,2,0,0.0%
9,Solomon Thomas,LVR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
11,Tae Crowder,NYG,0,9,7,77.8%,64,9.1,7.1,0,96.3,2.7,22,42,2,0,0,0.0,0,9,0,0.0%
12,Darnay Holmes,NYG,0,5,5,100.0%,57,11.4,11.4,0,114.2,1.0,5,52,4,1,0,0.0,1,5,0,0.0%
13,Logan Ryan,NYG,0,5,4,80.0%,38,9.5,7.6,0,98.3,8.8,27,11,1,0,0,0.0,0,9,2,18.2%
14,Julian Love,NYG,0,4,3,75.0%,30,10.0,7.5,0,95.8,3.0,13,17,2,0,0,0.0,0,4,0,0.0%
15,Xavier McKinney,NYG,2,4,3,75.0%,49,16.3,12.3,0,76.0,11.5,40,9,0,0,0,0.0,0,7,0,0.0%
16,Azeez Ojulari,NYG,0,2,2,100.0%,4,2.0,2.0,0,79.2,-4.0,-8,12,3,1,0,0.0,1,2,1,33.3%
17,James Bradberry,NYG,0,6,2,33.3%,11,5.5,1.8,1,81.9,9.0,1,10,1,0,0,0.0,0,2,4,66.7%
18,Adoree' Jackson,NYG,0,8,2,25.0%,13,6.5,1.6,0,39.6,10.6,5,8,0,0,0,0.0,0,4,2,33.3%
19,Benardrick McKinney,NYG,0,1,1,100.0%,8,8.0,8.0,0,100.0,4.0,4,4,0,0,0,0.0,0,4,0,0.0%
20,Reggie Ragland,NYG,0,1,1,100.0%,22,22.0,22.0,0,118.7,0.0,0,22,1,0,0,0.0,0,4,0,0.0%
21,Quincy Roche,NYG,0,1,0,0.0%,,,0.0,,39.6,0.0,,,1,0,1,1.0,2,4,1,20.0%
22,Dexter Lawrence,NYG,0,0,0,,,,,,,,,,0,0,1,0.0,1,6,0,0.0%
23,Leonard Williams,NYG,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%
24,Trent Harris,NYG,0,0,0,,,,,,,,,,2,0,0,0.0,0,5,0,0.0%
