,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Cordarrelle Patterson,ATL,3,65,21.7,0,25,0,0,,0,0
3,Deonte Harris,NOR,2,51,25.5,0,27,3,50,16.7,0,26
4,Dwayne Washington,NOR,2,39,19.5,0,21,0,0,,0,0
5,Alex Armah,NOR,1,11,11.0,0,11,0,0,,0,0
