,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Daniel Carlson,LVR,1,1,3,4,0,0,,0
1,AJ Cole III,LVR,,,,,2,100,50.0,58
4,Graham Gano,NYG,2,2,3,3,0,0,,0
5,Riley Dixon,NYG,,,,,3,146,48.7,58
