,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Tyler Conklin,MIN,7,5,45,0,,14,2.8,31,6.2,3.6,0,,0,0.0,0,88.4
1,Dalvin Cook,MIN,3,3,12,0,0,-2,-0.7,14,4.7,-0.7,0,,0,0.0,0,83.3
2,Justin Jefferson,MIN,5,3,69,1,3,55,18.3,14,4.7,15.8,0,,0,0.0,0,143.7
3,Adam Thielen,MIN,7,2,6,1,1,4,2.0,2,1.0,10.4,0,,0,0.0,0,79.2
4,C.J. Ham,MIN,1,1,27,0,1,25,25.0,2,2.0,25.0,0,,0,0.0,0,118.7
5,Alexander Mattison,MIN,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2
6,K.J. Osborn,MIN,2,1,20,0,1,14,14.0,6,6.0,8.5,0,,0,0.0,0,85.4
7,Luke Stocker,MIN,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
8,Dede Westbrook,MIN,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
10,Marquise Brown,BAL,12,9,116,0,4,41,4.6,75,8.3,7.6,1,9.0,0,0.0,0,104.9
11,Mark Andrews,BAL,10,5,44,0,3,34,6.8,10,2.0,11.0,0,,0,0.0,1,22.5
12,Rashod Bateman,BAL,8,5,52,0,4,40,8.0,12,2.4,13.9,0,,0,0.0,0,81.2
13,Patrick Ricard,BAL,5,3,35,1,2,10,3.3,25,8.3,1.0,0,,0,0.0,1,81.2
14,Devin Duvernay,BAL,2,2,8,1,1,1,0.5,7,3.5,0.5,0,,0,0.0,0,122.9
15,Devonta Freeman,BAL,3,2,4,1,1,-4,-2.0,8,4.0,0.7,0,,0,0.0,0,109.7
16,Eric Tomlinson,BAL,1,1,7,0,,3,3.0,4,4.0,3.0,0,,0,0.0,0,95.8
