,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Tyrod Taylor,HOU,24,43,240,11,22.9,349,8.1,106,4.4,2.5,134,5.6,2,5.0%,9,22.5%,5,25,10,4,19,37.3%,3,7.7
1,Danny Amendola,HOU,0,1,0,0,0.0,14,14.0,0,,0.0,0,,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,
3,Jacoby Brissett,MIA,26,43,244,16,34.0,390,9.1,166,6.4,3.9,78,3.0,4,10.0%,6,15.0%,4,16,4,4,12,25.0%,1,7.0
