,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Kendrick Bourne,NWE,4,3,34,0,1,18,6.0,16,5.3,5.8,0,,0,0.0,0,100.0
1,Brandon Bolden,NWE,2,2,27,0,1,19,9.5,8,4.0,9.5,0,,0,0.0,0,118.7
2,Hunter Henry,NWE,3,2,19,1,2,15,7.5,4,2.0,11.3,0,,0,0.0,0,123.6
3,Rhamondre Stevenson,NWE,2,2,44,0,1,-5,-2.5,49,24.5,-2.5,2,1.0,0,0.0,0,118.7
4,Damien Harris,NWE,1,1,3,0,0,-3,-3.0,6,6.0,-3.0,0,,0,0.0,0,79.2
5,Jakobi Meyers,NWE,4,1,8,0,,8,8.0,0,0.0,12.0,0,,0,0.0,1,0.0
6,Jonnu Smith,NWE,2,1,4,0,,-4,-4.0,8,8.0,0.0,0,,1,50.0,0,56.2
8,Ameer Abdullah,CAR,5,4,30,0,2,13,3.3,17,4.3,2.6,0,,0,0.0,0,91.7
9,Christian McCaffrey,CAR,5,4,54,0,3,10,2.5,44,11.0,2.0,0,,0,0.0,0,111.7
10,D.J. Moore,CAR,7,3,32,0,2,30,10.0,2,0.7,13.6,0,,0,0.0,1,17.3
11,Robby Anderson,CAR,3,1,2,0,,2,2.0,0,0.0,3.7,0,,0,0.0,1,2.8
12,Chuba Hubbard,CAR,2,1,33,0,1,4,4.0,29,29.0,5.0,0,,0,0.0,0,95.8
13,Willie Snead,CAR,2,1,6,0,,1,1.0,5,5.0,5.5,0,,0,0.0,0,56.2
14,Ian Thomas,CAR,2,1,9,0,,1,1.0,8,8.0,4.5,0,,0,0.0,1,22.9
15,Tommy Tremble,CAR,2,1,6,0,,2,2.0,4,4.0,1.0,0,,0,0.0,0,56.2
16,Terrace Marshall Jr.,CAR,1,0,0,0,,0,,0,,-2.0,0,,0,0.0,0,39.6
