,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Justin Herbert,LAC,32,38,356,17,44.7,215,5.7,181,5.7,4.8,175,5.5,1,2.7%,4,10.8%,0,9,1,0,1,2.4%,3,4.0
2,Jalen Hurts,PHI,11,17,162,7,38.9,206,12.1,110,10.0,6.5,52,4.7,0,0.0%,4,25.0%,1,8,3,1,5,20.8%,6,6.7
