,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Phillip Lindsay,HOU,8,28,3,22,2.8,6,0.8,0,
1,David Johnson,HOU,4,11,0,6,1.5,5,1.3,0,
2,Tyrod Taylor,HOU,3,23,0,12,4.0,11,3.7,1,3.0
3,Rex Burkhead,HOU,2,9,,7,3.5,2,1.0,0,
4,Scottie Phillips,HOU,1,2,,1,1.0,1,1.0,0,
6,Myles Gaskin,MIA,20,34,3,20,1.0,14,0.7,0,
7,Salvon Ahmed,MIA,4,6,,3,0.8,3,0.8,0,
8,Jacoby Brissett,MIA,1,7,1,5,5.0,2,2.0,0,
