,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Demetric Felton,CLE,1,11,11.0,0,11,2,4,2.0,0,5
3,Darius Phillips,CIN,2,39,19.5,0,22,2,22,11.0,0,14
4,Brandon Wilson,CIN,2,35,17.5,0,21,0,0,,0,0
