,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Chester Rogers,TEN,0,0,,0,0,1,11,11.0,0,11
1,Marcus Johnson,TEN,2,50,25.0,0,25,0,0,,0,0
4,J.J. Koski,LAR,0,0,,0,0,1,7,7.0,0,7
5,Buddy Howell,LAR,2,34,17.0,0,19,0,0,,0,0
