,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Ryan Tannehill,TEN,19,27,143,1,1,3,18,16,79.7,2,3,1,2,0,0,0,0,0,0,0
1,D'Onta Foreman,TEN,0,0,0,0,0,0,0,0,,5,29,0,11,0,0,0,0,0,0,0
2,Jeremy McNichols,TEN,0,0,0,0,0,0,0,0,,7,24,0,14,3,3,11,0,9,0,0
3,Adrian Peterson,TEN,0,0,0,0,0,0,0,0,,10,21,1,6,1,1,5,0,5,0,0
4,A.J. Brown,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,11,5,42,0,16,0,0
5,Julio Jones,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,35,0,13,0,0
6,Geoff Swaim,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,29,1,11,0,0
7,Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0,14,0,0
8,Anthony Firkser,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
9,Chester Rogers,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
10,Logan Woodside,TEN,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0
11,Marcus Johnson,TEN,0,0,0,0,0,0,0,0,,1,-7,0,-7,0,0,0,0,0,0,0
14,Matthew Stafford,LAR,31,48,294,1,2,5,41,26,71.0,2,13,0,12,0,0,0,0,0,0,0
15,Darrell Henderson,LAR,0,0,0,0,0,0,0,0,,11,55,0,14,4,3,3,0,2,0,0
16,Sony Michel,LAR,0,0,0,0,0,0,0,0,,7,20,0,8,3,2,6,1,3,0,0
17,Robert Woods,LAR,0,0,0,0,0,0,0,0,,1,6,0,6,10,7,98,0,22,0,0
18,Cooper Kupp,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,13,11,95,0,17,0,0
19,Tyler Higbee,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,51,0,26,0,0
20,Van Jefferson,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,41,0,20,0,0
