,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Hunter Renfrow,LVR,9,7,49,1,3,21,3.0,28,4.0,2.7,0,,0,0.0,1,86.8
1,Darren Waller,LVR,11,7,92,0,5,68,9.7,24,3.4,9.0,0,,0,0.0,0,90.0
2,Kenyan Drake,LVR,8,6,70,0,3,-11,-1.8,81,13.5,-1.5,2,3.0,0,0.0,0,101.0
3,Josh Jacobs,LVR,4,4,19,0,0,-3,-0.8,22,5.5,-0.8,0,,0,0.0,0,86.5
4,Alec Ingold,LVR,3,3,28,0,2,5,1.7,23,7.7,1.7,0,,0,0.0,0,105.6
5,Jalen Richard,LVR,3,2,18,0,1,9,4.5,9,4.5,2.3,0,,0,0.0,0,82.6
6,Zay Jones,LVR,4,1,20,0,1,20,20.0,0,0.0,18.3,0,,0,0.0,1,8.3
7,Bryan Edwards,LVR,4,0,0,0,,0,,0,,18.3,0,,0,0.0,0,39.6
9,Kyle Rudolph,NYG,5,4,20,0,1,8,2.0,12,3.0,2.6,0,,0,0.0,0,83.3
10,Devontae Booker,NYG,3,3,23,0,2,-7,-2.3,30,10.0,-2.3,0,,0,0.0,0,98.6
11,Evan Engram,NYG,3,3,38,1,1,34,11.3,4,1.3,11.3,0,,0,0.0,0,158.3
12,Kenny Golladay,NYG,3,2,28,0,1,25,12.5,3,1.5,16.7,0,,0,0.0,0,96.5
13,Elijhaa Penny,NYG,2,2,-8,0,0,-8,-4.0,0,0.0,-4.0,0,,0,0.0,0,79.2
14,Kadarius Toney,NYG,1,1,9,0,1,5,5.0,4,4.0,5.0,0,,0,0.0,0,104.2
15,Darius Slayton,NYG,1,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
