,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Randy Bullock,TEN,4,4,,,0,0,,0
1,Brett Kern,TEN,,,,,5,217,43.4,57
4,Matt Gay,LAR,1,1,3,3,0,0,,0
5,Johnny Hekker,LAR,,,,,4,199,49.8,57
