,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Andre Roberts,LAC,4,96,24.0,0,39,1,10,10.0,0,10
3,Quez Watkins,PHI,2,43,21.5,0,24,0,0,,0,0
4,John Hightower,PHI,1,0,0.0,0,17,0,0,,0,0
5,Greg Ward,PHI,1,3,3.0,0,3,0,0,,0,0
