,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Mike Davis,ATL,9,13,,4,0.4,9,1.0,0,
1,Cordarrelle Patterson,ATL,9,10,0,4,0.4,6,0.7,0,
2,Matt Ryan,ATL,5,8,2,7,1.4,1,0.2,0,
3,Feleipe Franks,ATL,2,3,,1,0.5,2,1.0,0,
5,Alvin Kamara,NOR,13,50,3,31,2.4,19,1.5,0,
6,Mark Ingram,NOR,9,43,1,19,2.1,24,2.7,0,
7,Alex Armah,NOR,2,12,1,4,2.0,8,4.0,0,
8,Taysom Hill,NOR,1,4,1,1,1.0,3,3.0,0,
