,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Younghoe Koo,ATL,3,3,2,2,0,0,,0
1,Dustin Colquitt,ATL,,,,,5,224,44.8,52
4,Brian Johnson,NOR,1,1,2,2,0,0,,0
5,Blake Gillikin,NOR,,,,,3,122,40.7,45
