,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Desmond King,HOU,0,0,,0,0,1,2,2.0,0,2
1,Tremon Smith,HOU,1,18,18.0,0,18,0,0,,0,0
4,Jevon Holland,MIA,0,0,,0,0,3,31,10.3,0,15
5,Jaylen Waddle,MIA,2,47,23.5,0,25,0,0,,0,0
