,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Diontae Spencer,DEN,2,24,12.0,0,18,1,1,1.0,0,1
3,Cedrick Wilson Jr.,DAL,0,0,,0,0,1,0,0.0,0,0
4,Nahshon Wright,DAL,0,0,,0,0,1,0,0.0,0,0
5,Tony Pollard,DAL,2,89,44.5,0,54,0,0,,0,0
