,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Isaiah McKenzie,BUF,4,129,32.3,0,45,1,0,0.0,0,0
3,Jamal Agnew,JAX,0,0,,0,0,1,14,14.0,0,14
