,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Kene Nwangwu,MIN,2,121,60.5,1,98,0,0,,0,0
3,Devin Duvernay,BAL,1,24,24.0,0,24,1,14,14.0,0,14
