,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Dalvin Cook,MIN,17,110,3,76,4.5,34,2.0,0,
1,Alexander Mattison,MIN,4,0,,-2,-0.5,2,0.5,0,
2,Kirk Cousins,MIN,1,1,1,1,1.0,0,0.0,0,
3,Justin Jefferson,MIN,1,11,1,4,4.0,7,7.0,0,
4,Kene Nwangwu,MIN,1,9,1,0,0.0,9,9.0,0,
6,Lamar Jackson,BAL,21,120,7,81,3.9,39,1.9,0,
7,Devonta Freeman,BAL,13,79,4,36,2.8,43,3.3,0,
8,Le'Veon Bell,BAL,11,48,6,22,2.0,26,2.4,2,5.5
