,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Joseph,MIN,4,4,1,1,0,0,,0
1,Jordan Berry,MIN,,,,,5,242,48.4,54
4,Justin Tucker,BAL,4,4,2,2,0,0,,0
5,Sam Koch,BAL,,,,,3,125,41.7,51
