,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Teddy Bridgewater,DEN,19,28,249,9,28.1,225,8.0,104,5.5,3.7,145,7.6,0,0.0%,4,16.0%,4,10,5,1,10,31.3%,0,
2,Dak Prescott,DAL,19,39,232,11,26.8,451,11.6,126,6.6,3.2,106,5.6,4,10.5%,9,23.7%,2,8,8,3,13,30.2%,2,8.0
