,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Baker Mayfield,CLE,14,21,218,7,30.4,215,10.2,156,11.1,7.4,62,4.4,0,0.0%,4,21.1%,2,11,3,3,8,34.8%,0,
2,Joe Burrow,CIN,28,40,282,15,33.3,376,9.4,122,4.4,3.1,160,5.7,3,7.7%,2,5.1%,5,7,4,6,15,33.3%,0,
3,Brandon Allen,CIN,1,2,6,,,4,2.0,2,2.0,1.0,4,4.0,1,50.0%,0,0.0%,0,0,0,0,0,0.0%,0,
