,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,K.J. Hill,LAC,0,0,,0,0,1,3,3.0,0,3
1,Nasir Adderley,LAC,2,35,17.5,0,19,0,0,,0,0
4,DeAndre Carter,WAS,3,65,21.7,0,31,2,22,11.0,0,14
