,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jakeem Grant,MIA,0,0,,0,0,1,18,18.0,0,18
3,Gunner Olszewski,NWE,1,17,17.0,0,17,3,20,6.7,0,14
4,Brandon Bolden,NWE,1,23,23.0,0,23,0,0,,0,0
