,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Anthony Walker,CLE,0,6,5,83.3%,66,13.2,11.0,0,112.5,5.2,31,35,3,0,0,0.0,0,10,0,0.0%
1,John Johnson,CLE,0,6,5,83.3%,119,23.8,19.8,1,158.3,17.3,90,29,0,0,0,0.0,0,5,0,0.0%
2,Denzel Ward,CLE,0,6,4,66.7%,37,9.3,6.2,0,83.3,12.0,28,9,0,0,0,0.0,0,6,0,0.0%
3,Jadeveon Clowney,CLE,0,2,2,100.0%,2,1.0,1.0,0,79.2,-2.5,-5,7,0,2,0,0.0,2,3,0,0.0%
4,M.J. Stewart,CLE,0,3,2,66.7%,36,18.0,12.0,0,107.6,10.7,23,13,0,0,0,0.0,0,5,1,16.7%
5,Malcolm Smith,CLE,0,2,2,100.0%,19,9.5,9.5,2,145.8,5.5,11,8,2,0,0,0.0,0,1,0,0.0%
6,Greg Newsome II,CLE,0,2,2,100.0%,18,9.0,9.0,0,104.2,5.0,10,8,0,0,0,0.0,0,1,0,0.0%
7,Greedy Williams,CLE,0,2,1,50.0%,19,19.0,9.5,0,83.3,18.5,12,7,0,0,0,0.0,0,1,1,50.0%
8,Jeremiah Owusu-Koramoah,CLE,0,1,1,100.0%,8,8.0,8.0,0,100.0,4.0,4,4,2,0,0,0.0,0,3,0,0.0%
9,Malik McDowell,CLE,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,0.0,0,-2,0,0,0,0.0,0,3,0,0.0%
10,Troy Hill,CLE,0,2,1,50.0%,4,4.0,2.0,0,56.2,11.5,-3,7,1,0,0,0.0,0,2,0,0.0%
11,Ronnie Harrison,CLE,0,1,1,100.0%,11,11.0,11.0,0,112.5,0.0,0,11,0,0,0,0.0,0,2,0,0.0%
12,Myles Garrett,CLE,0,0,0,,,,,,,,,,0,1,2,1.0,4,4,0,0.0%
13,Malik Jackson,CLE,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
14,Joe Jackson,CLE,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
15,Jordan Elliott,CLE,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
16,Takkarist McKinley,CLE,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
18,Anthony Hitchens,KAN,0,6,5,83.3%,41,8.2,6.8,0,95.1,1.5,5,36,0,0,0,0.0,0,4,0,0.0%
19,Charvarius Ward,KAN,0,6,4,66.7%,67,16.8,11.2,0,104.2,16.8,47,20,0,0,0,0.0,0,4,0,0.0%
20,Ben Niemann,KAN,0,3,3,100.0%,39,13.0,13.0,0,118.7,-1.0,-3,42,0,0,0,0.0,0,3,0,0.0%
21,L'Jarius Sneed,KAN,0,3,3,100.0%,46,15.3,15.3,0,118.7,9.7,29,17,3,0,0,0.0,0,7,2,22.2%
22,Nick Bolton,KAN,0,2,2,100.0%,18,9.0,9.0,0,104.2,3.0,6,12,2,1,0,0.0,1,7,0,0.0%
23,Mike Hughes,KAN,1,3,2,66.7%,21,10.5,7.0,0,47.2,10.3,21,0,0,0,0,0.0,0,2,0,0.0%
24,Daniel Sorensen,KAN,0,2,1,50.0%,32,32.0,16.0,0,95.8,16.0,3,29,0,0,1,0.0,1,4,2,33.3%
25,Juan Thornhill,KAN,0,2,1,50.0%,44,44.0,22.0,0,95.8,34.0,40,4,1,1,0,0.0,1,7,0,0.0%
26,Michael Danna,KAN,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
27,Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,0,2.0,2,3,0,0.0%
28,Jarran Reed,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
29,Chris Lammons,KAN,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
