,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Zuerlein,DAL,2,3,3,5,0,0,,0
1,Bryan Anger,DAL,,,,,3,147,49.0,62
4,Ryan Succop,TAM,4,4,1,1,0,0,,0
5,Bradley Pinion,TAM,,,,,4,197,49.3,65
