,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Brandon McManus,DEN,3,3,2,2,0,0,,0
1,Sam Martin,DEN,,,,,2,78,39.0,41
4,Graham Gano,NYG,1,1,,,0,0,,0
5,Riley Dixon,NYG,,,,,3,162,54.0,61
