,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Demetric Felton,CLE,1,13,13.0,0,13,1,4,4.0,0,4
3,Mecole Hardman,KAN,0,0,,0,0,1,7,7.0,0,7
4,Byron Pringle,KAN,2,44,22.0,0,24,0,0,,0,0
