,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Kyler Murray,ARI,21,32,289,4,1,2,9,38,121.0,5,20,1,8,0,0,0,0,0,0,0
1,Chase Edmonds,ARI,0,0,0,0,0,0,0,0,,12,63,0,16,4,4,43,0,36,0,0
2,James Conner,ARI,0,0,0,0,0,0,0,0,,16,53,0,8,0,0,0,0,0,0,0
3,DeAndre Hopkins,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,83,2,38,0,0
4,Christian Kirk,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,70,2,26,0,0
5,Rondale Moore,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,68,0,29,0,0
6,A.J. Green,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,25,0,21,0,0
7,Maxx Williams,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
8,Demetrius Harris,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0
11,Ryan Tannehill,TEN,21,35,212,1,1,6,56,39,74.9,2,17,1,16,0,0,0,0,0,2,2
12,Matthias Farley,TEN,1,1,6,0,0,0,0,6,91.7,0,0,0,0,0,0,0,0,0,0,0
13,Derrick Henry,TEN,0,0,0,0,0,0,0,0,,17,58,0,19,4,3,19,0,8,0,0
14,Jeremy McNichols,TEN,0,0,0,0,0,0,0,0,,2,9,0,8,4,3,24,0,9,0,0
15,Mekhi Sargent,TEN,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
16,Chester Rogers,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,62,0,39,0,0
17,A.J. Brown,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,49,1,19,0,0
18,Julio Jones,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,29,0,10,0,0
19,Anthony Firkser,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,19,0,11,0,0
20,Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0
21,Amani Hooker,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
22,Geoff Swaim,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
