,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,CeeDee Lamb,DAL,0,0,,0,0,1,12,12.0,0,12
1,Cedrick Wilson Jr.,DAL,0,0,,0,0,1,2,2.0,0,2
4,Jaydon Mickens,TAM,3,92,30.7,0,41,2,21,10.5,0,7
