,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Brandon Aiyuk,SFO,0,0,,0,0,1,7,7.0,0,7
1,Mohamed Sanu,SFO,0,0,,0,0,1,11,11.0,0,11
2,Ambry Thomas,SFO,4,70,17.5,0,19,0,0,,0,0
5,Godwin Igwebuike,DET,4,55,13.8,0,27,0,0,,0,0
