,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Deebo Samuel,SFO,12,9,189,1,6,80,8.9,109,12.1,8.3,0,,2,16.7,0,144.4
1,George Kittle,SFO,5,4,78,0,3,21,5.3,57,14.3,5.6,1,4.0,0,0.0,0,118.7
2,Trent Sherfield,SFO,3,2,23,1,2,18,9.0,5,2.5,9.3,0,,0,0.0,0,129.2
3,Jamycal Hasty,SFO,1,1,15,0,1,0,0.0,15,15.0,0.0,1,1.0,0,0.0,0,118.7
4,Kyle Juszczyk,SFO,1,1,7,0,,5,5.0,2,2.0,5.0,0,,0,0.0,0,95.8
5,Mohamed Sanu,SFO,1,1,7,0,1,5,5.0,2,2.0,5.0,0,,0,0.0,0,95.8
7,T.J. Hockenson,DET,11,8,97,1,7,51,6.4,46,5.8,6.4,1,8.0,0,0.0,1,91.9
8,D'Andre Swift,DET,11,8,65,1,2,-6,-0.8,71,8.9,0.6,3,2.7,2,18.2,0,117.6
9,Jamaal Williams,DET,9,8,56,0,4,-2,-0.3,58,7.3,0.2,1,8.0,0,0.0,0,92.6
10,Trinity Benson,DET,6,3,19,0,1,19,6.3,0,0.0,7.5,0,,0,0.0,0,56.9
11,Quintez Cephus,DET,6,3,12,1,1,11,3.7,1,0.3,16.2,0,,0,0.0,0,95.8
12,Kalif Raymond,DET,4,3,50,0,2,46,15.3,4,1.3,13.3,0,,0,0.0,0,116.7
13,Amon-Ra St. Brown,DET,4,2,23,0,1,23,11.5,0,0.0,12.8,0,,0,0.0,0,67.7
14,Tyrell Williams,DET,3,2,14,0,1,6,3.0,8,4.0,4.3,0,,0,0.0,0,77.1
15,Darren Fells,DET,1,1,2,0,,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2
16,Jason Cabinda,DET,1,0,0,0,,0,,0,,1.0,0,,1,100.0,0,39.6
