,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Zach Wilson,NYJ,20,37,258,10,23.3,360,9.7,156,7.8,4.2,102,5.1,3,8.3%,5,13.9%,6,11,7,3,16,37.2%,0,
2,Sam Darnold,CAR,24,35,279,14,38.9,273,7.8,132,5.5,3.8,147,6.1,1,3.0%,7,21.2%,1,12,5,7,13,36.1%,0,
