,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Ammendola,NYJ,,,,,6,291,48.5,65
1,Braden Mann,NYJ,,,,,1,56,56.0,56
4,Ryan Santoso,CAR,1,2,2,2,0,0,,0
5,Joseph Charlton,CAR,,,,,6,225,37.5,54
