,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Justin Herbert,LAC,31,47,337,20,40.8,364,7.7,210,6.8,4.5,127,4.1,4,8.7%,6,13.0%,2,16,3,2,7,14.3%,0,
2,Taylor Heinicke,WAS,11,15,122,6,40.0,109,7.3,82,7.5,5.5,40,3.6,1,7.1%,2,14.3%,0,5,0,4,4,22.2%,3,5.7
3,Ryan Fitzpatrick,WAS,3,6,13,,,4,0.7,7,2.3,1.2,6,2.0,1,16.7%,1,16.7%,1,0,1,2,4,50.0%,1,2.0
