,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Diontae Spencer,DEN,0,0,,0,0,2,24,12.0,0,13
3,Jabrill Peppers,NYG,0,0,,0,0,1,2,2.0,0,2
4,C.J. Board,NYG,2,66,33.0,0,38,0,0,,0,0
