,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Teddy Bridgewater,DEN,28,36,264,17,44.7,312,8.7,177,6.3,4.9,87,3.1,2,5.7%,2,5.7%,2,18,3,4,9,22.0%,3,6.3
2,Daniel Jones,NYG,22,37,267,13,33.3,306,8.3,198,9.0,5.4,69,3.1,3,8.3%,7,19.4%,2,7,0,1,3,6.8%,5,5.6
