,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Kylin Hill,GNB,5,14,1,8,1.6,6,1.2,0,
1,Aaron Jones,GNB,5,9,,5,1.0,4,0.8,0,
2,AJ Dillon,GNB,4,19,1,10,2.5,9,2.3,0,
3,Randall Cobb,GNB,1,1,0,0,0.0,1,1.0,1,1.0
5,Alvin Kamara,NOR,20,83,4,56,2.8,27,1.4,0,
6,Tony Jones,NOR,11,50,2,28,2.5,22,2.0,0,
7,Jameis Winston,NOR,6,37,4,19,3.2,18,3.0,0,
8,Taysom Hill,NOR,2,1,1,0,0.0,1,0.5,0,
