,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Myers,SEA,4,4,,,0,0,,0
1,Michael Dickson,SEA,,,,,5,185,37.0,49
4,Rodrigo Blankenship,IND,1,1,1,1,0,0,,0
5,Rigoberto Sanchez,IND,,,,,4,187,46.8,52
