,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Javonte Williams,DEN,14,45,1,17,1.2,28,2.0,1,14.0
1,Melvin Gordon,DEN,11,101,2,79,7.2,22,2.0,0,
2,Teddy Bridgewater,DEN,3,19,1,8,2.7,11,3.7,0,
4,Saquon Barkley,NYG,10,26,1,12,1.2,14,1.4,0,
5,Daniel Jones,NYG,6,27,2,19,3.2,8,1.3,0,
6,Devontae Booker,NYG,4,7,,4,1.0,3,0.8,0,
