,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jalen Reagor,PHI,0,0,,0,0,4,19,4.8,0,11
1,Quez Watkins,PHI,2,40,20.0,0,22,0,0,,0,0
4,Avery Williams,ATL,1,4,4.0,0,4,2,11,5.5,0,7
5,Cordarrelle Patterson,ATL,1,25,25.0,0,25,0,0,,0,0
