,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Tristan Vizcaino,LAC,2,2,2,2,0,0,,0
1,Ty Long,LAC,,,,,2,94,47.0,47
4,Dustin Hopkins,WAS,1,1,3,4,0,0,,0
5,Tress Way,WAS,,,,,3,138,46.0,56
