,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Najee Harris,PIT,16,45,3,23,1.4,22,1.4,1,16.0
1,Ben Roethlisberger,PIT,4,5,0,5,1.3,0,0.0,0,
2,Chase Claypool,PIT,1,25,1,22,22.0,3,3.0,0,
4,Devin Singletary,BUF,11,72,4,54,4.9,18,1.6,1,11.0
5,Josh Allen,BUF,9,44,4,30,3.3,14,1.6,1,9.0
6,Matt Breida,BUF,4,4,,2,0.5,2,0.5,0,
7,Isaiah McKenzie,BUF,1,-3,,-3,-3.0,0,0.0,0,
