,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Andy Dalton,CHI,27,38,206,13,31.7,163,4.3,111,4.1,2.9,95,3.5,2,5.3%,4,10.5%,3,15,3,1,7,16.3%,2,6.5
1,Justin Fields,CHI,2,2,10,0,0.0,6,3.0,6,3.0,3.0,4,2.0,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,
3,Matthew Stafford,LAR,20,26,321,13,48.1,228,8.8,181,9.1,7.0,140,7.0,1,3.8%,4,15.4%,1,8,0,2,3,11.1%,0,
