,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Laviska Shenault Jr.,JAX,10,7,50,0,3,12,1.7,38,5.4,2.8,1,7.0,1,10.0,1,41.7
1,James O'Shaughnessy,JAX,8,6,48,0,2,25,4.2,23,3.8,4.9,1,6.0,1,12.5,0,89.6
2,Marvin Jones,JAX,9,5,77,1,3,65,13.0,12,2.4,11.6,0,,0,0.0,0,121.1
3,James Robinson,JAX,6,3,29,0,1,0,0.0,29,9.7,2.8,1,3.0,2,33.3,0,63.9
4,DJ Chark,JAX,12,3,86,1,3,76,25.3,10,3.3,16.6,0,,1,8.3,1,50.0
5,Carlos Hyde,JAX,2,2,14,0,0,-2,-1.0,16,8.0,-1.0,0,,0,0.0,0,95.8
6,Chris Manhertz,JAX,1,1,22,1,1,18,18.0,4,4.0,18.0,0,,0,0.0,0,158.3
7,Tyron Johnson,JAX,1,1,6,0,,-3,-3.0,9,9.0,-3.0,0,,0,0.0,0,91.7
8,Devin Smith,JAX,1,0,0,0,,0,,0,,19.0,0,,0,0.0,1,0.0
10,Danny Amendola,HOU,5,5,34,1,2,20,4.0,14,2.8,4.0,0,,0,0.0,0,134.6
11,Brandin Cooks,HOU,7,5,132,0,4,113,22.6,19,3.8,18.9,1,5.0,1,14.3,0,113.7
12,Pharaoh Brown,HOU,5,4,67,0,3,33,8.3,34,8.5,13.2,1,4.0,0,0.0,0,118.7
13,David Johnson,HOU,4,3,18,1,1,4,1.3,14,4.7,2.3,0,,0,0.0,0,122.9
14,Chris Conley,HOU,2,2,27,0,1,20,10.0,7,3.5,10.0,1,2.0,0,0.0,0,118.7
15,Nico Collins,HOU,3,1,7,0,1,5,5.0,2,2.0,6.3,0,,0,0.0,0,42.4
16,Rex Burkhead,HOU,2,1,6,0,1,-6,-6.0,12,12.0,-2.0,1,1.0,0,0.0,0,56.2
17,Mark Ingram,HOU,1,0,0,0,0,0,,0,,19.0,0,,0,0.0,0,39.6
18,Phillip Lindsay,HOU,1,0,0,0,0,0,,0,,-3.0,0,,1,100.0,0,39.6
19,Jordan Akins,HOU,2,0,0,0,,0,,0,,9.5,0,,0,0.0,0,39.6
