,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Kirk Cousins,MIN,36,49,351,15,28.8,297,6.1,176,4.9,3.6,175,4.9,2,4.3%,6,13.0%,3,19,7,5,15,28.8%,0,
1,Justin Jefferson,MIN,1,1,11,1,100.0,11,11.0,11,11.0,11.0,0,0.0,0,0.0%,0,0.0%,0,1,0,1,1,100.0%,0,
3,Joe Burrow,CIN,20,27,261,12,37.5,220,8.1,137,6.9,5.1,124,6.2,0,0.0%,5,19.2%,5,10,3,2,10,31.3%,0,
