,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Dede Westbrook,MIN,0,0,,0,0,1,12,12.0,0,12
1,Ihmir Smith-Marsette,MIN,1,21,21.0,0,21,0,0,,0,0
4,Darius Phillips,CIN,0,0,,0,0,5,53,10.6,0,15
5,Brandon Wilson,CIN,1,11,11.0,0,11,0,0,,0,0
