,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Jalen Hurts,PHI,27,35,264,13,36.1,128,3.7,92,3.4,2.6,172,6.4,0,0.0%,2,6.3%,1,14,4,1,6,15.4%,3,8.0
2,Matt Ryan,ATL,21,35,164,8,21.1,179,5.1,97,4.6,2.8,67,3.2,1,3.0%,9,27.3%,3,4,3,6,12,30.8%,1,8.0
