,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Sanders,MIA,2,2,1,1,0,0,,0
1,Michael Palardy,MIA,,,,,4,180,45.0,52
4,Nick Folk,NWE,1,1,3,3,0,0,,0
5,Jake Bailey,NWE,,,,,2,99,49.5,62
